nombre_ent,nombre_mun,nombre_tip,d_nombre,d_codigopo
Hidalgo,Tepeapulco,Fraccionamiento,Sindicato Minero,43994
Veracruz de Ignacio de la Llave,Las Choapas,Pueblo,El Ideal,96993
Jalisco,Ojuelos de Jalisco,Colonia,Magisterial,47540
Hidalgo,Tizayuca,Fraccionamiento,Villa Magna,43806
Chiapas,El Porvenir,Barrio,San Vicente,30970
Jalisco,El Salto,Fraccionamiento,Cima Serena,45685
Puebla,Huauchinango,Pueblo,San Miguel Acuautla,73164
Puebla,Huejotzingo,Fraccionamiento,Valle de San Miguel,74160
Chiapas,Las Rosas,Barrio,San Miguel,30350
Chiapas,Sabanilla,Barrio,Santa Cecilia,29800
Hidalgo,Tula de Allende,Fraccionamiento,Lomas de Iturbe,42803
Hidalgo,Tulancingo de Bravo,Fraccionamiento,Rancho Nuevo,43648
Oaxaca,Reyes Etla,Ejido,Ejidi Hacienda Vieja (Zompantle),68238
Chiapas,San Fernando,Barrio,Sagualoma,29120
Oaxaca,Salina Cruz,Colonia,Playa Brasil (Brasilito),70703
Hidalgo,Zempoala,Fraccionamiento,Rinconadas de San Alfonso,43845
Jalisco,Talpa de Allende,Rancho,Santa Julia (Rajas Paradas),48255
Chiapas,Suchiapa,Barrio,San Esteban,29150
Veracruz de Ignacio de la Llave,Jalacingo,Pueblo,Vista Hermosa,93675
Veracruz de Ignacio de la Llave,Xalapa,Colonia,Reserva del Tronconal,91152
Veracruz de Ignacio de la Llave,Xico,Colonia,Tecoatl,91247
Puebla,Libres,Fraccionamiento,Teoptepec,73784
Veracruz de Ignacio de la Llave,Juchique de Ferrer,Rancho,Colombia,91448
Chiapas,Tila,Colonia,Salinas de Gortari,29910
Chiapas,Tzimol,Pueblo,Guadalupe Victoria,30111
Veracruz de Ignacio de la Llave,Mecayapan,Barrio,Yuribia,95935
Chiapas,Venustiano Carranza,Colonia,Bugambilia,30202
Chiapas,Villaflores,Ejido,Villahermosa,30493
Veracruz de Ignacio de la Llave,Misantla,Rancho,La Mesa,93847
Puebla,Puebla,Fraccionamiento,San Rafael Xilotzingo,72583
Jalisco,Villa Guerrero,Colonia,De la Rosa,46107
Veracruz de Ignacio de la Llave,Orizaba,Fraccionamiento,Villas del Carmen,94390
Jalisco,Zapopan,Fraccionamiento,Rinconadas de Zapopan,45138
Jalisco,Zapotiltic,Zona industrial,Crucero de Villa,49624
Jalisco,Zapotlanejo,Pueblo,El Salitre (La Mora),45439
Veracruz de Ignacio de la Llave,Papantla,Pueblo,Valsequillo,93549
Veracruz de Ignacio de la Llave,Paso del Macho,Rancho,El Porvenir,94972
Veracruz de Ignacio de la Llave,Paso de Ovejas,Pueblo,Salmoral Parte del Sur,91672
Veracruz de Ignacio de la Llave,La Perla,Pueblo,La Cuchilla,94157
Veracruz de Ignacio de la Llave,Playa Vicente,Pueblo,El Serrano,95614
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Colonia,Parcela 24,93270
Veracruz de Ignacio de la Llave,Los Reyes,Pueblo,Cuacaballo,95065
Veracruz de Ignacio de la Llave,San Juan Evangelista,Pueblo,Michapan de Osorio,96132
Veracruz de Ignacio de la Llave,Soledad de Doblado,Pueblo,El Izote,94248
Veracruz de Ignacio de la Llave,Soteapan,Pueblo,Cuilonia Nueva,95922
Veracruz de Ignacio de la Llave,Tantoyuca,Rancho,San Antonio,92116
Oaxaca,San Jacinto Amilpas,Fraccionamiento,Ejidal,68285
Veracruz de Ignacio de la Llave,Tehuipango,Pueblo,Ticoma,95035
Veracruz de Ignacio de la Llave,?lamo Temapache,Pueblo,Emiliano Zapata,92744
Veracruz de Ignacio de la Llave,Tempoal,Pueblo,Zapotalito,92075
Veracruz de Ignacio de la Llave,Tezonapa,Colonia,El Progreso,95099
Oaxaca,?nimas Trujano,Ejido,Paraje la Tortuga,71274
Veracruz de Ignacio de la Llave,Tierra Blanca,Rancho,Los Cedros,95203
Veracruz de Ignacio de la Llave,Tlacotalpan,Colonia,De Los Maestros,95465
Oaxaca,San Juan Colorado,Barrio,Chico,71720
Veracruz de Ignacio de la Llave,Veracruz,Fraccionamiento,Bosques de Tarimoya,91855
Veracruz de Ignacio de la Llave,Yecuatla,Rancho,Los Capulines,93905
Veracruz de Ignacio de la Llave,Zongolica,Pueblo,Teocotla,95019
Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,Pueblo,Buenos Aires,93010
Veracruz de Ignacio de la Llave,Tres Valles,Poblado comunal,Campo Nuevo,95355
Oaxaca,San Miguel Peras,Barrio,Barrio del Rosario,71328
Oaxaca,San Pablo Etla,Fraccionamiento,Villas Hacienda Blanca,68259
Oaxaca,San Pablo Huixtepec,Barrio,Guadalupe Sierra,71266
Oaxaca,San Pedro Mixtepec -Dto. 22 -,Fraccionamiento,Dorado Carrizalillo,71983
Oaxaca,Villa de Etla,Colonia,Solidaridad,68200
Oaxaca,Santa Cruz Zenzontepec,Barrio,Barrio San Antonio,71366
Oaxaca,Santo Domingo Zanatepec,Colonia,Las Flores,70160
Oaxaca,Villa de Zaachila,Colonia,Jardines de Zaachila,71316
Sinaloa,Ahome,Fraccionamiento,Privada Palladio,81228
Aguascalientes,Asientos,Colonia,Aguanueva,20700
Baja California,Mexicali,Fraccionamiento,Los Prados,21379
Campeche,Campeche,Fraccionamiento,Los Reyes,24087
Colima,Colima,Fraccionamiento,Villa de los Pinos,28047
Chihuahua,Aldama,Rancho,Las Maravillas,32903
Quintana Roo,Felipe Carrillo Puerto,Colonia,Constituyentes,77249
Baja California,Tecate,Colonia,El Capiri,21472
Campeche,Carmen,Fraccionamiento,Buenavista,24157
Chiapas,Acapetahua,Colonia,Centauro del Norte,30584
Chihuahua,Allende,Colonia,El Llano,33920
Guanajuato,San Miguel de Allende,Fraccionamiento,El Secreto,37766
Tamaulipas,Altamira,Fraccionamiento,Unidos Avanzamos,89602
Veracruz de Ignacio de la Llave,Acayucan,Poblado comunal,Nuevo Quiamoloapan,96106
Zacatecas,Atolinga,Rancho,Talpa,99733
Baja California,Tijuana,Parque industrial,Valle del Sur 2,22637
Coahuila de Zaragoza,Arteaga,Poblado comunal,Las Casas,25354
Sinaloa,Concordia,Rancho,El Puente,82637
Baja California,Playas de Rosarito,Fraccionamiento,Los Arroyos,22715
Durango,Durango,Fraccionamiento,Residencial los Laureles,34193
Veracruz de Ignacio de la Llave,Acula,Pueblo,Cerro de las Flores,95445
Zacatecas,Calera,Fraccionamiento,Profesionistas,98502
Campeche,Palizada,Rancho,El Cuerno,24206
Guanajuato,Celaya,Fraccionamiento,Las Huertas,38115
Nayarit,Jala,Colonia,San Pedro,63880
Sinaloa,Choix,Ejido,Las Urracas,81716
Baja California Sur,Los Cabos,Fraccionamiento,Palmilla,23537
Guanajuato,Manuel Doblado,Granja,Alberca de Maravillas (Negrete),36483
Hidalgo,Apan,Fraccionamiento,Lealtad,43909
Nayarit,Xalisco,Fraccionamiento,Lomas Xalisco,63780
Quintana Roo,Solidaridad,Fraccionamiento,Villas del Carmen,77723
Chihuahua,Bocoyna,Barrio,Barrio Rochivo,33200
Colima,Villa de ?lvarez,Fraccionamiento,Patria Residencial,28984
Oaxaca,El Barrio de la Soledad,Colonia,Las Palmitas,70384
Sinaloa,El Fuerte,Rancho,La Junta,81846
Zacatecas,Fresnillo,Fraccionamiento,Villas del Campestre,99095
Durango,Lerdo,Fraccionamiento,San Isidro,35159
Zacatecas,Genaro Codina,Colonia,Los Guerrero,98660
Guanajuato,Doctor Mora,Poblado comunal,El Carmen,37967
Hidalgo,Atotonilco de Tula,Fraccionamiento,Las Terrazas,42995
Sinaloa,Mocorito,Rancho,La Laguna,80846
Tabasco,Nacajuca,Fraccionamiento,Europa,86247
Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Ejido,Dolores,37806
Nayarit,Santiago Ixcuintla,Colonia,Talpita,63555
Nayarit,Tecuala,Colonia,Chino,63455
Guanajuato,Irapuato,Zona industrial,Centro Industrial de Guanajuato,36835
Nayarit,Tepic,Colonia,Lomas de San Juan,63128
Sonora,Caborca,Colonia,Tierra Blanca,83663
Zacatecas,Guadalupe,Colonia,El Maguey,98630
Coahuila de Zaragoza,Monclova,Fraccionamiento,Campestre Hacienda Real,25866
Jalisco,La Barca,Fraccionamiento,Jardines San Ignacio,47913
Sonora,Cajeme,Fraccionamiento,Valle del Sol,85198
Chihuahua,Chihuahua,Zona comercial,Paza Barroca,31215
Nayarit,La Yesca,Pueblo,Mesa del Tirador,63593
Zacatecas,Jalpa,Colonia,Del Carmen,99606
Jalisco,Cabo Corrientes,Pueblo,Maito,48417
Veracruz de Ignacio de la Llave,Atlahuilco,Rancho,Ameyala,94837
Chihuahua,Delicias,Fraccionamiento,Los Olivos,33090
Coahuila de Zaragoza,Nava,Colonia,Las Torres,26174
Tamaulipas,Matamoros,Fraccionamiento,Jardines de San Juan,87455
Sonora,Cumpas,Colonia,Los Mochis,84505
Sonora,Empalme,Equipamiento,Campo Venecia,85343
Sonora,Etchojoa,Colonia,14 de Febrero,85280
Coahuila de Zaragoza,Ramos Arizpe,Fraccionamiento,Lomas del Valle II,25903
Chiapas,Chiapa de Corzo,Colonia,El Tejar,29180
Guanajuato,Salamanca,Colonia,Obrera,36753
Sonora,Fronteras,Colonia,Ejidal,84334
Tamaulipas,Nuevo Laredo,Fraccionamiento,Balcones del Valle,88290
Guerrero,Chilpancingo de los Bravo,Colonia,Atlitenco Oriente,39025
Sonora,Guaymas,Ejido,General Felipe ?ngeles,85505
Zacatecas,Miguel Auza,Fraccionamiento,Estrella,98330
Coahuila de Zaragoza,Saltillo,Fraccionamiento,Valencia,25116
Guanajuato,San Felipe,Pueblo,Providencia de Guadalupe (Estancia),37610
Sonora,Hermosillo,Fraccionamiento,Genova Residencial,83288
Sonora,Huachinera,Barrio,Cerrito El Calvario,84404
Zacatecas,Monte Escobedo,Colonia,La Palma,99400
Chihuahua,Hidalgo del Parral,Fraccionamiento,Vistas del Sol,33886
Tamaulipas,Reynosa,Fraccionamiento,Arecas,88790
Veracruz de Ignacio de la Llave,Catemaco,Poblado comunal,Temolapan,95874
Tlaxcala,Tlaxcala,Fraccionamiento,Vista Malintzi,90014
Guanajuato,Santa Cruz de Juventino Rosas,Poblado comunal,Casa Blanca,38250
Guerrero,Iguala de la Independencia,Fraccionamiento,Joyas del ?rtico,40024
Sonora,Moctezuma,Colonia,Coplamar,84563
Veracruz de Ignacio de la Llave,Coatepec,Fraccionamiento,Campestre,91559
Jalisco,Guadalajara,Colonia,Guadalajara Centro,44100
Sonora,Naco,Colonia,Los Arcos,84185
Chiapas,La Independencia,Barrio,5 de Mayo,30170
Puebla,Cuautlancingo,Fraccionamiento,Residencial Rothenburg,72710
Tamaulipas,Victoria,Fraccionamiento,Valle Dorado,87086
Guanajuato,Victoria,Granja,Arroyo Hondo,37927
Sonora,Nogales,Fraccionamiento,Fuente de Piedra,84093
Chiapas,Ixtapa,Pueblo,Nuevo San Miguel Mitontic (Punta de Piedad),29342
Jalisco,Jamay,Colonia,San Antonio,47902
Veracruz de Ignacio de la Llave,Coscomatepec,Pueblo,Cuchapa,94144
Chihuahua,Namiquipa,Colonia,La Hacienda,31960
Hidalgo,Pachuca de Soto,Fraccionamiento,Paseos de la Plata,42082
Veracruz de Ignacio de la Llave,Cotaxtla,Rancho,Molino de Agua,94994
Hidalgo,Mineral de la Reforma,Fraccionamiento,Praderas de Virreyes,42186
Zacatecas,Zacatecas,Fraccionamiento,Villas Universidad,98160
Hidalgo,Tepeapulco,Fraccionamiento,Privadas de Vista Real,43975
Jalisco,Ojuelos de Jalisco,Colonia,El Ranchito,47540
Chihuahua,Valle de Zaragoza,Colonia,La Pila,33650
Jalisco,Puerto Vallarta,Fraccionamiento,Valle del Mar,48290
Chiapas,Pijijiapan,Colonia,Cachimbo,30546
Hidalgo,Tizayuca,Fraccionamiento,Pedregal de Tizayuca,43803
Jalisco,Quitupan,Rancho,Agua Blanca,49576
Jalisco,El Salto,Fraccionamiento,Las Lilas,45680
Puebla,Huauchinango,Colonia,La Palpa,73178
Chiapas,Las Rosas,Colonia,San Mateo,30358
Hidalgo,Tulancingo de Bravo,Fraccionamiento,Arboledas de San Juan,43648
Oaxaca,Salina Cruz,Colonia,La Hacienda (Palo Grande),70664
Chiapas,Siltepec,Barrio,El Tesoro,30994
Hidalgo,Zempoala,Barrio,Colorado,43834
Chiapas,Suchiapa,Colonia,San Antonio Maluco,29150
Veracruz de Ignacio de la Llave,Jalacingo,Pueblo,Guadalupe Victoria,93662
Veracruz de Ignacio de la Llave,Xalapa,Fraccionamiento,Lomas de Santa Fe,91152
Chiapas,Tapachula,Colonia,La Cima,30755
Veracruz de Ignacio de la Llave,Xico,Pueblo,Cruz Blanca,91245
Chiapas,Tenejapa,Colonia,Kulaktik,29489
Puebla,Libres,Fraccionamiento,Tres Capulines,73784
Veracruz de Ignacio de la Llave,Juchique de Ferrer,Rancho,El Mango,91447
Jalisco,San Pedro Tlaquepaque,Fraccionamiento,Residencial Quinta Nova,45600
Chiapas,Tuxtla Chico,Colonia,La Toma Galera,30875
Chiapas,Venustiano Carranza,Rancho,San Rafael,30224
Chiapas,Villaflores,Ejido,Nueva Ventura,30491
Veracruz de Ignacio de la Llave,Misantla,Colonia,Emiliano Zapata,93828
Puebla,Puebla,Fraccionamiento,Prados del Sur,72498
Jalisco,Villa Guerrero,Colonia,Estanco,46105
Veracruz de Ignacio de la Llave,Oluta,Rancho,El Campero,96166
Veracruz de Ignacio de la Llave,Omealca,Pueblo,Cruz Tetela,94905
Veracruz de Ignacio de la Llave,Orizaba,Colonia,Mier y Pesado,94364
Jalisco,Zapotiltic,Colonia,El Lindero,49610
Veracruz de Ignacio de la Llave,Paso del Macho,Rancho,Loma Pelada,94974
Veracruz de Ignacio de la Llave,La Perla,Barrio,De San Miguel,94150
Veracruz de Ignacio de la Llave,Playa Vicente,Pueblo,Arroyo Zacate,95618
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Fraccionamiento,El Mollejon,93230
Veracruz de Ignacio de la Llave,San Juan Evangelista,Rancho,Hato Nuevo,96136
Veracruz de Ignacio de la Llave,Soconusco,Colonia,Lealtad,96170
Veracruz de Ignacio de la Llave,Soledad de Doblado,Pueblo,Tizaltepec,94248
Veracruz de Ignacio de la Llave,Soteapan,Pueblo,Mazumiapan Chico,95904
Veracruz de Ignacio de la Llave,Tehuipango,Pueblo,Xopilapa,95036
Veracruz de Ignacio de la Llave,?lamo Temapache,Pueblo,Vegas de la Soledad y Soledad Dos,92747
Veracruz de Ignacio de la Llave,Tezonapa,Colonia,Madero,95099
Veracruz de Ignacio de la Llave,Tierra Blanca,Rancho,Mata Borrego,95209
Veracruz de Ignacio de la Llave,Tlacotalpan,Colonia,El Gas,95465
Veracruz de Ignacio de la Llave,Tuxpan,Fraccionamiento,Petropolis,92853
Veracruz de Ignacio de la Llave,Veracruz,Fraccionamiento,Nuevo Veracruz,91726
Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,Pueblo,Tahuaxni Sur,93005
Veracruz de Ignacio de la Llave,Uxpanapa,Pueblo,El Arenal,96998
Oaxaca,San Pablo Etla,Colonia,Coloniala Azucena,68258
Oaxaca,San Pablo Huixtepec,Barrio,La Villa,71265
Oaxaca,San Pedro Pochutla,Pueblo,Barra de Cuatunalco,70902
Oaxaca,Santa Cruz Zenzontepec,Barrio,Barrio San Antonio (El Zapote),71366
Oaxaca,Santa Gertrudis,Barrio,La Noria,71340
Oaxaca,Heroica Ciudad de Tlaxiaco,Colonia,Cruz de Tabaco,69800
Oaxaca,Santo Domingo Zanatepec,Colonia,Guadalupe,70160
Oaxaca,Tlacolula de Matamoros,Colonia,Lambytieco,70400
Baja California,Ensenada,Fraccionamiento,Punta Banda II,22897
Sinaloa,Ahome,Fraccionamiento,Haciendas Country,81277
Aguascalientes,Asientos,Colonia,?lamos,20700
Baja California,Mexicali,Fraccionamiento,Cerrada Abedul,21376
Campeche,Campeche,Fraccionamiento,Residencial del Bosque,24020
Colima,Colima,Fraccionamiento,Rinconada del Pereyra,28077
Chihuahua,Aldama,Rancho,El Detalle,32903
Baja California Sur,La Paz,Fraccionamiento,La Cima Residencial,23085
Campeche,Carmen,Fraccionamiento,Turquesa,24157
Quintana Roo,Isla Mujeres,Colonia,SMZA 1,77410
Tamaulipas,Altamira,Colonia,Acapulquito,89605
Veracruz de Ignacio de la Llave,Acayucan,Barrio,La Bomba,96110
Zacatecas,Atolinga,Rancho,Terreros,99733
Baja California,Tijuana,Fraccionamiento,Valle del Sur,22637
Coahuila de Zaragoza,Arteaga,Fraccionamiento,Privanzas del Campestre,25369
Sinaloa,Concordia,Rancho,El Naranjo,82610
Tabasco,Centro,Fraccionamiento,Alfa y Omega,86281
Baja California,Playas de Rosarito,Fraccionamiento,La Cascada,22710
Durango,Durango,Fraccionamiento,Arantzazu II,34194
Veracruz de Ignacio de la Llave,Acula,Rancho,Vista Hermosa,95443
Zacatecas,Calera,Colonia,Ricardo Monreal ?vila,98502
Campeche,Palizada,Pueblo,El Mangal,24204
Colima,Manzanillo,Fraccionamiento,Valle Salagua,28869
Morelos,Cuernavaca,Gran usuario,Palacio de Gobierno del Estado de Morelos,62009
Nayarit,Jala,Colonia,Los Pinos,63883
Sinaloa,Choix,Ejido,Ranchito de Islas,81710
Baja California Sur,Los Cabos,Fraccionamiento,Villa Bonita,23434
Guanajuato,Manuel Doblado,Finca,Almofre del Refugio,36495
Nayarit,Xalisco,Colonia,Vicente Guerrero,63787
Chihuahua,Bocoyna,Barrio,Barrio la Quinta,33200
Sinaloa,Escuinapa,Rancho,La Ceiba,82592
Colima,Villa de ?lvarez,Fraccionamiento,Palo Alto,28984
Oaxaca,El Barrio de la Soledad,Colonia,El Crucero Lagunas,70383
Sinaloa,El Fuerte,Rancho,Los Amoles,81844
Campeche,Candelaria,Pueblo,Laguna la Perdida,24348
Sinaloa,Guasave,Fraccionamiento,Privada Popular,81075
Durango,Lerdo,Fraccionamiento,Quintas San Isidro,35159
Hidalgo,Atotonilco de Tula,Fraccionamiento,Centro Bicentenario,42995
Tabasco,Nacajuca,Colonia,Libertad,86246
Guanajuato,Guanajuato,Gran usuario,Presidencia Municipal,36008
Nayarit,Santiago Ixcuintla,Colonia,El Estero,63565
Veracruz de Ignacio de la Llave,Angel R. Cabada,Colonia,Peralvillo,95842
Coahuila de Zaragoza,Matamoros,Colonia,21 de Marzo,27449
Nayarit,Tepic,Gran usuario,Centro SCT Nayarit,63009
Sinaloa,Sinaloa,Pueblo,San Pedro,81996
Coahuila de Zaragoza,Monclova,Zona industrial,Zona Industrial,25756
Nayarit,La Yesca,Pueblo,Ocota de la Sierra,63596
Veracruz de Ignacio de la Llave,Atlahuilco,Rancho,Loma los Pinos,94835
Tamaulipas,Matamoros,Zona industrial,Parque Industrial La Ventana,87569
Chiapas,Chamula,Colonia,Chimtic,29337
Sonora,Cumpas,Colonia,Norte,84503
Sonora,Divisaderos,Rancho,Ranchito de Abajo,84747
Sonora,Empalme,Equipamiento,Recicladora T.O.M.,85344
Coahuila de Zaragoza,Ramos Arizpe,Fraccionamiento,La Gran Hacienda,25904
Guanajuato,Salamanca,Zona industrial,Complejo Industrial Salamanca,36875
Sonora,Fronteras,Colonia,Ferrocarril,84320
Guerrero,Chilpancingo de los Bravo,Gran usuario,Oficina Federal de Hacienda,39008
Zacatecas,Miguel Auza,Colonia,Las Minas,98330
Coahuila de Zaragoza,Saltillo,Fraccionamiento,Residencial El Tapanco,25295
Sonora,Hermosillo,Fraccionamiento,Punta de Lago,83245
Sonora,Huachinera,Barrio,La Calera,84403
Veracruz de Ignacio de la Llave,Carrillo Puerto,Rancho,Mata Domingo,94985
Tamaulipas,Reynosa,Pueblo,Alfredo V. Bonfil (Periquitos),88875
Veracruz de Ignacio de la Llave,Catemaco,Colonia,Adalberto Tejeda,95883
Tlaxcala,Tlaxcala,Fraccionamiento,San Lazaro,90105
Guanajuato,Santa Cruz de Juventino Rosas,Granja,Cerrito de los Arellano,38256
Guerrero,Iguala de la Independencia,Fraccionamiento,San Carlos,40050
Sonora,Moctezuma,Colonia,El Parian,84565
Veracruz de Ignacio de la Llave,Coatepec,Fraccionamiento,La Trinidad,91583
Jalisco,Guadalajara,Colonia,Rinconada San Andres Poniente,44730
Sonora,Naco,Colonia,Luis Donaldo Colosio,84185
Chiapas,La Independencia,Barrio,El Mango,30170
Jalisco,Huejuquilla el Alto,Rancho,Mesa de Cristo,46019
Veracruz de Ignacio de la Llave,Colipa,Rancho,Santa Rita,93954
Sonora,Nogales,Fraccionamiento,Las Acacias,84093
Chiapas,Ixtapa,Ejido,Nuevo San Juan Chamula,29342
Zacatecas,Tabasco,Colonia,La Capilla,99630
Chihuahua,Meoqui,Fraccionamiento,Los Sicomoros,33130
Chiapas,Jitotol,Pueblo,El Ocotal,29760
Veracruz de Ignacio de la Llave,Coscomatepec,Rancho,Tlamapa,94149
Veracruz de Ignacio de la Llave,Cotaxtla,Pueblo,San Francisco,94993
Chiapas,Mapastepec,Rancho,Santa Julia,30568
Hidalgo,Mineral de la Reforma,Fraccionamiento,Privadas Linda Vista,42180
Jalisco,Lagos de Moreno,Rancho,La Marimba,47532
Zacatecas,Zacatecas,Fraccionamiento,Colinas del Vergel,98085
Chiapas,Ocosingo,Pueblo,El Diamante,29952
Chiapas,Ocotepec,Pueblo,San Antonio Poyono,29686
Jalisco,Mezquitic,Rancho,Santa Cruz,46076
Hidalgo,Tizayuca,Fraccionamiento,Marbella,43823
Veracruz de Ignacio de la Llave,Isla,Rancho,Las Golondrinas,95655
Hidalgo,Zempoala,Barrio,Tlaquilpan,43834
Veracruz de Ignacio de la Llave,Jalacingo,Pueblo,Melchor Ocampo,93664
Veracruz de Ignacio de la Llave,Xalapa,Gran usuario,Oficina Federal de Hacienda,91008
Chiapas,Tapachula,Fraccionamiento,Residencial las Vegas,30798
Jalisco,San Pedro Tlaquepaque,Fraccionamiento,Paisajes del Tesoro,45608
Chiapas,La Trinitaria,Ejido,Trece de Septiembre,30166
Jalisco,Villa Guerrero,Colonia,Gasolinera,46106
Veracruz de Ignacio de la Llave,Oluta,Colonia,Los Laureles,96164
Veracruz de Ignacio de la Llave,Omealca,Pueblo,San Pablo Ojo de Agua,94905
Veracruz de Ignacio de la Llave,Orizaba,Colonia,Espinalillo,94324
Jalisco,Zapotiltic,Rancho,El Mastranzo,49642
Veracruz de Ignacio de la Llave,Papantla,Pueblo,San Antonio Ojital,93532
Veracruz de Ignacio de la Llave,Paso del Macho,Rancho,Tlanamacoyan,94974
Veracruz de Ignacio de la Llave,Playa Vicente,Pueblo,Tomatillo,95618
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Colonia,Tierra y Libertad,93210
Veracruz de Ignacio de la Llave,San Juan Evangelista,Rancho,La Fortuna,96133
Veracruz de Ignacio de la Llave,?lamo Temapache,Pueblo,Buenos Aires (San Isidro),92760
Veracruz de Ignacio de la Llave,Tempoal,Pueblo,El Chijol,92076
Veracruz de Ignacio de la Llave,Tezonapa,Rancho,Atlipozonia Viejo,95084
Veracruz de Ignacio de la Llave,Tlacotalpan,Colonia,El Retiro,95463
Veracruz de Ignacio de la Llave,Tuxpan,Pueblo,Ojite Rancho Nuevo,92786
Veracruz de Ignacio de la Llave,Zentla,Rancho,Mafara,94227
Veracruz de Ignacio de la Llave,Zongolica,Pueblo,Piedras Blancas,95024
Veracruz de Ignacio de la Llave,Tres Valles,Pueblo,Las Mesillas,95374
Oaxaca,Santa Cruz Zenzontepec,Barrio,Barrio San Isidro,71366
Oaxaca,Santiago Suchilquitongo,Barrio,El Zapotal,68232
Oaxaca,Tlacolula de Matamoros,Fraccionamiento,Bugambilias,70400
Aguascalientes,Aguascalientes,Fraccionamiento,Colinas del Rio,20010
Baja California,Ensenada,Fraccionamiento,Los Lagos,22890
Sinaloa,Ahome,Fraccionamiento,Valle de la Rosa,81278
Aguascalientes,Asientos,Colonia,La Sierra,20700
Campeche,Campeche,Fraccionamiento,Villas de Kala,24085
Baja California Sur,La Paz,Conjunto habitacional,Los Bledales,23085
Chiapas,Acapetahua,Colonia,Once de Marzo,30582
Guanajuato,San Miguel de Allende,Fraccionamiento,Residencial La Vista,37893
Quintana Roo,Isla Mujeres,Colonia,El Nazareno,77410
Sinaloa,Badiraguato,Rancho,Llano Grande,80604
Tamaulipas,Altamira,Colonia,Encinos,89602
Baja California,Tijuana,Fraccionamiento,Residencial Villaflores,22110
Tabasco,Centro,Colonia,Los Pinos,86281
Baja California,Playas de Rosarito,Condominio,Quinta del Mar,22703
Durango,Durango,Fraccionamiento,Las Magdalenas,34167
Zacatecas,Calera,Colonia,Solidaridad,98502
Campeche,Palizada,Hacienda,El Pial,24206
Colima,Manzanillo,Fraccionamiento,Cantamar,28864
Guanajuato,Celaya,Colonia,Villa de los ?lamos,38024
Morelos,Cuernavaca,Colonia,Altavista,62010
Nayarit,Jala,Colonia,Emiliano Zapata,63883
Sinaloa,Choix,Rancho,El Difunto,81734
Quintana Roo,Solidaridad,Fraccionamiento,Residencial La Escondida,77716
Colima,Villa de ?lvarez,Fraccionamiento,Villafuentes,28984
Zacatecas,Fresnillo,Zona industrial,Parque Industrial Fresnillo,99056
Campeche,Candelaria,Rancho,Santa Rita,24337
Durango,Lerdo,Fraccionamiento,Conjunto Habitacional Cerrada San Mateo,35159
Zacatecas,Genaro Codina,Colonia,Los Llanitos,98660
Guanajuato,Doctor Mora,Poblado comunal,La Aldea,37967
Hidalgo,Atotonilco de Tula,Zona industrial,Parque Industrial Bicentenario,42995
Tabasco,Nacajuca,Pueblo,El Cedro,86247
Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Colonia,Lomas del Sur,37806
